-1	-1	-1	-1	32	-1	-1	-1	-1	21	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	38	-1	-1	-1	-1	-1	49	48	-1	
-1	-1	-1	43	-1	-1	9	40	-1	-1	
-1	-1	29	-1	-1	-1	43	-1	-1	-1	
49	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	9	-1	-1	-1	-1	-1	-1	-1	
-1	11	-1	-1	-1	-1	-1	-1	-1	-1	
-1	26	0	-1	16	27	-1	-1	-1	-1	
16	-1	-1	-1	-1	15	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	18	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	46	-1	24	-1	-1	
-1	12	-1	41	-1	-1	-1	-1	-1	0	
-1	-1	34	-1	-1	-1	-1	-1	-1	-1	
25	-1	46	-1	-1	32	-1	47	-1	-1	
-1	-1	-1	13	-1	-1	-1	-1	-1	-1	
-1	-1	20	-1	-1	-1	-1	-1	-1	18	
-1	-1	-1	-1	-1	-1	-1	-1	46	39	
15	29	-1	-1	-1	-1	-1	1	-1	14	
-1	-1	36	37	-1	34	22	-1	-1	30	
22	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	28	-1	26	-1	-1	-1	24	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	41	43	
-1	-1	-1	45	-1	23	33	-1	8	35	
-1	-1	-1	-1	-1	-1	-1	-1	-1	26	
-1	-1	-1	32	-1	-1	-1	-1	-1	-1	
-1	-1	8	-1	-1	-1	-1	-1	-1	-1	
-1	-1	27	-1	-1	-1	-1	-1	29	3	
29	22	-1	41	43	5	48	-1	-1	-1	
-1	5	-1	-1	-1	-1	-1	-1	-1	-1	
6	23	-1	-1	-1	-1	35	-1	-1	-1	
-1	-1	-1	41	-1	-1	22	31	-1	-1	
4	16	22	3	-1	-1	-1	-1	1	20	
-1	-1	-1	-1	-1	1	-1	-1	-1	-1	
-1	-1	-1	44	-1	-1	-1	-1	42	-1	
-1	-1	22	-1	-1	-1	17	-1	-1	10	
32	-1	-1	-1	-1	28	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	26	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	20	-1	47	-1	7	-1	18	-1	
-1	-1	4	26	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	47	-1	-1	-1	
-1	-1	-1	-1	6	18	-1	-1	-1	-1	
-1	-1	10	-1	-1	-1	-1	-1	-1	-1	
47	48	-1	-1	1	7	16	-1	11	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	45	40	-1	
43	-1	-1	-1	35	0	38	1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	7	-1	29	-1	-1	-1	39	42	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	0	17	-1	-1	-1	-1	-1	-1	
11	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	35	3	42	
-1	-1	-1	-1	-1	-1	-1	-1	-1	34	
-1	31	-1	-1	-1	-1	-1	22	-1	-1	
0	30	-1	-1	-1	-1	-1	-1	-1	23	
9	-1	-1	-1	-1	5	-1	-1	-1	-1	
-1	1	-1	35	-1	-1	-1	-1	-1	-1	
-1	35	2	-1	9	28	7	-1	-1	-1	
26	-1	-1	-1	-1	-1	-1	9	-1	-1	
29	-1	-1	-1	-1	-1	-1	-1	41	-1	
-1	-1	-1	-1	-1	-1	-1	-1	25	20	
13	5	-1	-1	-1	-1	-1	24	15	0	
-1	-1	27	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	16	-1	46	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	24	-1	-1	7	-1	
-1	-1	-1	22	29	-1	-1	-1	-1	-1	
-1	23	-1	-1	-1	-1	-1	-1	-1	47	
5	-1	32	-1	-1	-1	6	-1	-1	-1	
-1	-1	-1	-1	-1	-1	3	42	49	-1	
-1	-1	-1	41	35	42	18	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	32	
-1	-1	-1	15	-1	-1	33	-1	-1	-1	
-1	-1	-1	-1	38	-1	0	-1	43	-1	
-1	-1	-1	-1	-1	-1	-1	43	-1	-1	
-1	5	-1	-1	1	-1	-1	-1	40	-1	
5	24	-1	15	-1	-1	-1	-1	-1	23	
31	-1	-1	-1	-1	-1	-1	-1	2	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	38	-1	-1	-1	-1	-1	-1	-1	
28	33	-1	-1	-1	-1	-1	-1	-1	-1	
34	-1	-1	-1	-1	-1	-1	-1	39	-1	
-1	-1	40	-1	-1	-1	-1	-1	5	-1	
-1	12	-1	-1	34	-1	-1	19	-1	-1	
42	-1	46	-1	13	-1	-1	-1	29	10	
14	-1	-1	-1	23	-1	-1	-1	40	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
26	48	-1	-1	9	-1	15	-1	-1	-1	
12	-1	-1	13	-1	-1	17	-1	-1	24	
24	-1	-1	-1	36	-1	-1	-1	-1	-1	
-1	-1	-1	-1	0	-1	-1	-1	40	15	
-1	35	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	27	11	-1	46	-1	-1	-1	-1	
-1	14	-1	-1	25	-1	-1	-1	-1	-1	
43	-1	-1	34	32	-1	14	46	-1	-1	
