-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	36	36	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	11	11	11	
11	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	37	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	13	
13	13	13	-1	-1	-1	-1	28	28	28	
28	32	32	32	32	32	32	32	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	47	47	47	47	47	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	27	27	27	27	-1	-1	-1	
-1	-1	-1	-1	-1	29	29	29	29	29	
29	29	29	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	33	33	33	
-1	-1	18	18	18	18	18	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	42	42	
42	42	42	42	-1	-1	-1	-1	-1	-1	
-1	20	20	20	20	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	38	
38	38	38	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	44	-1	-1	-1	-1	
-1	-1	-1	-1	43	43	43	43	43	43	
43	43	-1	-1	-1	5	5	5	5	5	
5	5	5	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	10	10	10	-1	-1	-1	21	-1	
45	45	-1	39	39	39	-1	-1	-1	-1	
-1	-1	-1	0	0	0	0	0	0	0	
0	6	6	6	34	34	34	34	34	34	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	46	46	46	46	46	46	46	
-1	9	9	9	9	9	9	17	17	17	
23	23	23	23	23	23	40	40	40	40	
40	40	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	35	35	35	35	
35	35	35	35	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	7	7	7	7	7	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
